"id","site","door_type","brand","name","price","model","link","total","date"
100,"homedepot","door","","Masonite 6-Panel Primed Smooth Fiberglass Entry Door with Brickmold",348.42,"Model # 45555","http://www.homedepot.com/p/Masonite-6-Panel-Primed-Smooth-Fiberglass-Entry-Door-with-Brickmold-45555/202768859","All Products (380)","2014-11-25 21:14:18"
101,"homedepot","door","","Masonite 72 in. x 80 in. Willow Wood Prehung Right-Hand Inswing 10 Lite Fiberglass Patio Door with No Brickmold in Vinyl Frame","1,197.28","Model # 41496","http://www.homedepot.com/p/Masonite-72-in-x-80-in-Willow-Wood-Prehung-Right-Hand-Inswing-10-Lite-Fiberglass-Patio-Door-with-No-Brickmold-in-Vinyl-Frame-41496/202932419","All Products (380)","2014-11-25 21:14:18"
102,"homedepot","door","","Masonite Chatham Three Quarter Oval Lite Painted Smooth Fiberglass Entry Door with Brickmold",638.03,"Model # 33903","http://www.homedepot.com/p/Masonite-Chatham-Three-Quarter-Oval-Lite-Painted-Smooth-Fiberglass-Entry-Door-with-Brickmold-33903/202971525","All Products (380)","2014-11-25 21:14:18"
103,"homedepot","door","","Masonite Providence Center Arch Painted Smooth Fiberglass Entry Door with Brickmold",496.00,"Model # 46897","http://www.homedepot.com/p/Masonite-Providence-Center-Arch-Painted-Smooth-Fiberglass-Entry-Door-with-Brickmold-46897/202896546","All Products (380)","2014-11-25 21:14:18"
104,"homedepot","door","","Masonite Textured 4-Panel Arch Top Hollow Core Primed Composite Prehung Interior Door",96.85,"Model # 49119","http://www.homedepot.com/p/Masonite-Textured-4-Panel-Arch-Top-Hollow-Core-Primed-Composite-Prehung-Interior-Door-49119/202872551","All Products (380)","2014-11-25 21:14:18"
105,"homedepot","door","","Masonite Oakville Full Lite Painted Smooth Fiberglass Entry Door with Brickmold",816.68,"Model # 23317","http://www.homedepot.com/p/Masonite-Oakville-Full-Lite-Painted-Smooth-Fiberglass-Entry-Door-with-Brickmold-23317/202874109","All Products (380)","2014-11-25 21:14:18"
106,"homedepot","door","","Masonite Palazzo Capri Smooth 2-Panel Square Solid-Core Primed Composite Interior Bi-fold Closet Door",178.89,"Model # 88565","http://www.homedepot.com/p/Masonite-Palazzo-Capri-Smooth-2-Panel-Square-Solid-Core-Primed-Composite-Interior-Bi-fold-Closet-Door-88565/203764511","All Products (380)","2014-11-25 21:14:18"
107,"homedepot","door","","Masonite Solidoor Smooth 4-Panel Square Solid Core Primed Composite Prehung Interior Door",148.12,"Model # 19310","http://www.homedepot.com/p/Masonite-Solidoor-Smooth-4-Panel-Square-Solid-Core-Primed-Composite-Prehung-Interior-Door-19310/202872623","All Products (380)","2014-11-25 21:14:18"
108,"homedepot","door","","Masonite Palazzo Bellagio Smooth 2-Panel Arch Top Solid Core Primed Composite Prehung Interior Door",183.44,"Model # 108875","http://www.homedepot.com/p/Masonite-Palazzo-Bellagio-Smooth-2-Panel-Arch-Top-Solid-Core-Primed-Composite-Prehung-Interior-Door-108875/100372550","All Products (380)","2014-11-25 21:14:18"
109,"homedepot","door","","Masonite 9 Lite Painted Steel Entry Door with Brickmold",379.46,"Model # 32463","http://www.homedepot.com/p/Masonite-9-Lite-Painted-Steel-Entry-Door-with-Brickmold-32463/202971171","All Products (380)","2014-11-25 21:14:18"
110,"homedepot","door","","Masonite Smooth Full Louver Unfinished Pine Interior Bifold Closet Door",89.00,"Model # 97628","http://www.homedepot.com/p/Masonite-Smooth-Full-Louver-Unfinished-Pine-Interior-Bifold-Closet-Door-97628/202286420","All Products (380)","2014-11-25 21:14:18"
111,"homedepot","door","","Masonite MDF Series Smooth 1-Panel Solid Core Primed Composite Prehung Interior Door",195.98,"Model # 13905","http://www.homedepot.com/p/Masonite-MDF-Series-Smooth-1-Panel-Solid-Core-Primed-Composite-Prehung-Interior-Door-13905/202505944","All Products (380)","2014-11-25 21:14:18"
112,"homedepot","door","","Masonite Palazzo Treviso Smooth 3-Panel Round Top Solid Core Primed Composite Prehung Interior Door",183.44,"Model # 11161","http://www.homedepot.com/p/Masonite-Palazzo-Treviso-Smooth-3-Panel-Round-Top-Solid-Core-Primed-Composite-Prehung-Interior-Door-11161/202505926","All Products (380)","2014-11-25 21:14:18"
113,"homedepot","door","","Masonite Solidoor Smooth 2-Panel Arch Top Solid Core Primed Composite Prehung Interior Door",148.12,"Model # 19426","http://www.homedepot.com/p/Masonite-Solidoor-Smooth-2-Panel-Arch-Top-Solid-Core-Primed-Composite-Prehung-Interior-Door-19426/202872635","All Products (380)","2014-11-25 21:14:18"
114,"homedepot","door","","Masonite Oakville Full Lite Primed Smooth Fiberglass Entry Door with Brickmold",631.37,"Model # 14612","http://www.homedepot.com/p/Masonite-Oakville-Full-Lite-Primed-Smooth-Fiberglass-Entry-Door-with-Brickmold-14612/202634397","All Products (380)","2014-11-25 21:14:18"
115,"homedepot","door","","Masonite Solidoor Smooth 2-Panel Square Solid Core Primed Composite Prehung Interior Door",158.38,"Model # 19211","http://www.homedepot.com/p/Masonite-Solidoor-Smooth-2-Panel-Square-Solid-Core-Primed-Composite-Prehung-Interior-Door-19211/202872611","All Products (380)","2014-11-25 21:14:18"
116,"homedepot","door","","Masonite 9 Lite Painted Smooth Fiberglass Entry Door with No Brickmold",424.82,"Model # 38212","http://www.homedepot.com/p/Masonite-9-Lite-Painted-Smooth-Fiberglass-Entry-Door-with-No-Brickmold-38212/202971162","All Products (380)","2014-11-25 21:14:18"
117,"homedepot","door","","Masonite Palazzo Bellagio Smooth 2-Panel Arch Top Solid Core Primed Composite Interior Door Slab",136.73,"Model # 108852","http://www.homedepot.com/p/Masonite-Palazzo-Bellagio-Smooth-2-Panel-Arch-Top-Solid-Core-Primed-Composite-Interior-Door-Slab-108852/100372527","All Products (380)","2014-11-25 21:14:18"
118,"homedepot","door","","Masonite Smooth 6-Panel Solid Core Unfinished Pine Interior Bifold Closet Door",75.00,"Model # 585247","http://www.homedepot.com/p/Masonite-Smooth-6-Panel-Solid-Core-Unfinished-Pine-Interior-Bifold-Closet-Door-585247/202066779","All Products (380)","2014-11-25 21:14:18"
119,"homedepot","door","","Masonite Textured 6-Panel Hollow Core Primed Composite Interior Door Slab",27.00,"Model # 438826","http://www.homedepot.com/p/Masonite-Textured-6-Panel-Hollow-Core-Primed-Composite-Interior-Door-Slab-438826/100023732","All Products (380)","2014-11-25 21:14:18"
120,"homedepot","door","","Masonite Smooth 4-Panel Hollow Core Primed Composite Prehung Interior Door",96.85,"Model # 18290","http://www.homedepot.com/p/Masonite-Smooth-4-Panel-Hollow-Core-Primed-Composite-Prehung-Interior-Door-18290/202872544","All Products (380)","2014-11-25 21:14:18"
121,"homedepot","door","","Masonite Saddlebrook Smooth 1-Panel Plank Hollow-Core Primed Composite Prehung Interior Door",100.27,"Model # 10805","http://www.homedepot.com/p/Masonite-Saddlebrook-Smooth-1-Panel-Plank-Hollow-Core-Primed-Composite-Prehung-Interior-Door-10805/202505890","All Products (380)","2014-11-25 21:14:22"
122,"homedepot","door","","Masonite 72 in. x 80 in. Primed Prehung Left-Hand Inswing 15 Lite Fiberglass Patio Door with Brickmold","1,010.86","Model # 45906","http://www.homedepot.com/p/Masonite-72-in-x-80-in-Primed-Prehung-Left-Hand-Inswing-15-Lite-Fiberglass-Patio-Door-with-Brickmold-45906/202887212","All Products (380)","2014-11-25 21:14:22"
123,"homedepot","door","","Masonite Primed Prehung Left-Hand Inswing Full Lite Steel Patio Door with No Brickmold in Vinyl Frame",836.98,"Model # 46095","http://www.homedepot.com/p/Masonite-Primed-Prehung-Left-Hand-Inswing-Full-Lite-Steel-Patio-Door-with-No-Brickmold-in-Vinyl-Frame-46095/202888100","All Products (380)","2014-11-25 21:14:22"
124,"homedepot","door","","Masonite Oakville Full Lite Primed Steel Entry Door with No Brickmold",559.59,"Model # 14544","http://www.homedepot.com/p/Masonite-Oakville-Full-Lite-Primed-Steel-Entry-Door-with-No-Brickmold-14544/202634436","All Products (380)","2014-11-25 21:14:22"
125,"homedepot","door","","Masonite 72 in. x 80 in. Ultra White Prehung Left-Hand Inswing 15 Lite GBG Fiberglass Patio Door with No Brickmold","1,135.14","Model # 26455","http://www.homedepot.com/p/Masonite-72-in-x-80-in-Ultra-White-Prehung-Left-Hand-Inswing-15-Lite-GBG-Fiberglass-Patio-Door-with-No-Brickmold-26455/202887236","All Products (380)","2014-11-25 21:14:22"
126,"homedepot","door","","Masonite Willow Wood Prehung Right-Hand Inswing 15 Lite Steel Patio Door with Brickmold",984.43,"Model # 50207","http://www.homedepot.com/p/Masonite-Willow-Wood-Prehung-Right-Hand-Inswing-15-Lite-Steel-Patio-Door-with-Brickmold-50207/202932410","All Products (380)","2014-11-25 21:14:22"
127,"homedepot","door","","Masonite AvantGuard Flagstaff Finished Smooth Fiberglass Entry Door with No Brickmold and Sidelites","3,892.45","Model # 10348","http://www.homedepot.com/p/Masonite-AvantGuard-Flagstaff-Finished-Smooth-Fiberglass-Entry-Door-with-No-Brickmold-and-Sidelites-10348/202215146","All Products (380)","2014-11-25 21:14:22"
128,"homedepot","door","","Masonite Solidoor Smooth 2-Panel Arch Top Solid Core Primed Composite Interior Door Slab",101.41,"Model # 24980","http://www.homedepot.com/p/Masonite-Solidoor-Smooth-2-Panel-Arch-Top-Solid-Core-Primed-Composite-Interior-Door-Slab-24980/202769012","All Products (380)","2014-11-25 21:14:22"
129,"homedepot","door","","Masonite Red Bluff Prehung Right-Hand Inswing 10 Lite Steel Patio Door with No Brickmold in Vinyl Frame","1,064.65","Model # 24062","http://www.homedepot.com/p/Masonite-Red-Bluff-Prehung-Right-Hand-Inswing-10-Lite-Steel-Patio-Door-with-No-Brickmold-in-Vinyl-Frame-24062/202887175","All Products (380)","2014-11-25 21:14:22"
130,"homedepot","door","","Masonite Oakville 3/4 Oval Lite Painted Steel Entry Door with Brickmold",620.15,"Model # 31244","http://www.homedepot.com/p/Masonite-Oakville-3-4-Oval-Lite-Painted-Steel-Entry-Door-with-Brickmold-31244/202864711","All Products (380)","2014-11-25 21:14:22"
131,"homedepot","door","","Masonite Textured 2-Panel Arch Top Hollow Core Primed Composite Prehung Interior Door",96.85,"Model # 17989","http://www.homedepot.com/p/Masonite-Textured-2-Panel-Arch-Top-Hollow-Core-Primed-Composite-Prehung-Interior-Door-17989/202872512","All Products (380)","2014-11-25 21:14:22"
132,"homedepot","door","","Masonite 60 in. x 80 in. Ultra White Prehung Right-Hand Inswing Miniblind Steel Patio Door with Brickmold","1,354.13","Model # 49508","http://www.homedepot.com/p/Masonite-60-in-x-80-in-Ultra-White-Prehung-Right-Hand-Inswing-Miniblind-Steel-Patio-Door-with-Brickmold-49508/202888113","All Products (380)","2014-11-25 21:14:22"
133,"homedepot","door","","Masonite Palazzo Treviso Smooth 3-Panel Round Top Solid-Core Primed Composite Interior Bifold Closet Door",181.16,"Model # 11246","http://www.homedepot.com/p/Masonite-Palazzo-Treviso-Smooth-3-Panel-Round-Top-Solid-Core-Primed-Composite-Interior-Bifold-Closet-Door-11246/202505866","All Products (380)","2014-11-25 21:14:22"
134,"homedepot","door","","Masonite 72 in. x 80 in. Ultra White Prehung Left-Hand Inswing 10 Lite Fiberglass Patio Door with No Brickmold","1,197.28","Model # 27216","http://www.homedepot.com/p/Masonite-72-in-x-80-in-Ultra-White-Prehung-Left-Hand-Inswing-10-Lite-Fiberglass-Patio-Door-with-No-Brickmold-27216/202887186","All Products (380)","2014-11-25 21:14:22"
135,"homedepot","door","","Masonite Glenview Smooth 3-Panel Craftsman Hollow Core Primed Composite Interior Door Slab",51.27,"Model # 10539","http://www.homedepot.com/p/Masonite-Glenview-Smooth-3-Panel-Craftsman-Hollow-Core-Primed-Composite-Interior-Door-Slab-10539/202505825","All Products (380)","2014-11-25 21:14:22"
136,"homedepot","door","","Masonite Halifax Three Quarter Rectangle Primed Steel Entry Door with No Brickmold",576.94,"Model # 14384","http://www.homedepot.com/p/Masonite-Halifax-Three-Quarter-Rectangle-Primed-Steel-Entry-Door-with-No-Brickmold-14384/202634428","All Products (380)","2014-11-25 21:14:22"
137,"homedepot","door","","Masonite Oakville Full Lite Painted Steel Entry Door with Brickmold",743.74,"Model # 29135","http://www.homedepot.com/p/Masonite-Oakville-Full-Lite-Painted-Steel-Entry-Door-with-Brickmold-29135/202896806","All Products (380)","2014-11-25 21:14:22"
138,"homedepot","door","","Masonite Halifax Three Quarter Rectangle Primed Smooth Fiberglass Entry Door with Brickmold",649.13,"Model # 14438","http://www.homedepot.com/p/Masonite-Halifax-Three-Quarter-Rectangle-Primed-Smooth-Fiberglass-Entry-Door-with-Brickmold-14438/202634386","All Products (380)","2014-11-25 21:14:22"
139,"homedepot","door","","Masonite Solidoor Glenview Smooth 3-Panel Craftsman Solid Core Primed Composite Prehung Interior Door",158.38,"Model # 19570","http://www.homedepot.com/p/Masonite-Solidoor-Glenview-Smooth-3-Panel-Craftsman-Solid-Core-Primed-Composite-Prehung-Interior-Door-19570/202872652","All Products (380)","2014-11-25 21:14:22"
140,"homedepot","door","","Masonite 6-Panel Primed Steel Security Entry Door with No Brickmold",541.00,"Model # 10379","http://www.homedepot.com/p/Masonite-6-Panel-Primed-Steel-Security-Entry-Door-with-No-Brickmold-10379/202215156","All Products (380)","2014-11-25 21:14:22"
141,"homedepot","door","","Masonite Providence Center Arch Primed Smooth Fiberglass Entry Door with No Brickmold",465.10,"Model # 14636","http://www.homedepot.com/p/Masonite-Providence-Center-Arch-Primed-Smooth-Fiberglass-Entry-Door-with-No-Brickmold-14636/202634400","All Products (380)","2014-11-25 21:14:22"
142,"homedepot","door","","Masonite 6-Panel Primed Steel Entry Door with Brickmold",297.06,"Model # 45531","http://www.homedepot.com/p/Masonite-6-Panel-Primed-Steel-Entry-Door-with-Brickmold-45531/202768857","All Products (380)","2014-11-25 21:14:22"
143,"homedepot","door","","Masonite Chatham Three Quarter Oval Lite Primed Steel Entry Door with No Brickmold",458.77,"Model # 14223","http://www.homedepot.com/p/Masonite-Chatham-Three-Quarter-Oval-Lite-Primed-Steel-Entry-Door-with-No-Brickmold-14223/202634420","All Products (380)","2014-11-25 21:14:22"
144,"homedepot","door","","Masonite AvantGuard Sierra 2-Panel Finished Smooth Fiberglass Entry Door with No Brickmold","1,751.76","Model # 10256","http://www.homedepot.com/p/Masonite-AvantGuard-Sierra-2-Panel-Finished-Smooth-Fiberglass-Entry-Door-with-No-Brickmold-10256/202215121","All Products (380)","2014-11-25 21:14:22"
145,"homedepot","door","","Masonite Smooth 2-Panel Arch Top Hollow Core Primed Composite Prehung Interior Door",107.10,"Model # 18511","http://www.homedepot.com/p/Masonite-Smooth-2-Panel-Arch-Top-Hollow-Core-Primed-Composite-Prehung-Interior-Door-18511/202872568","All Products (380)","2014-11-25 21:14:26"
146,"homedepot","door","","Masonite Palazzo Capri Smooth 2-Panel Square Solid Core Primed Composite Interior Door Slab",139.01,"Model # 108848","http://www.homedepot.com/p/Masonite-Palazzo-Capri-Smooth-2-Panel-Square-Solid-Core-Primed-Composite-Interior-Door-Slab-108848/100384870","All Products (380)","2014-11-25 21:14:26"
147,"homedepot","door","","Masonite 6-Panel Painted Steel Entry Door with Brickmold",330.67,"Model # 22907","http://www.homedepot.com/p/Masonite-6-Panel-Painted-Steel-Entry-Door-with-Brickmold-22907/202896089","All Products (380)","2014-11-25 21:14:26"
148,"homedepot","door","","Masonite New Haven 3/4 Oval Lite Primed Steel Entry Door with Brickmold",494.38,"Model # 46736","http://www.homedepot.com/p/Masonite-New-Haven-3-4-Oval-Lite-Primed-Steel-Entry-Door-with-Brickmold-46736/202896773","All Products (380)","2014-11-25 21:14:26"
149,"homedepot","door","","Masonite AvantGuard Flagstaff Finished Smooth Fiberglass Entry Door with No Brickmold and Sidelites","3,892.45","Model # 10355","http://www.homedepot.com/p/Masonite-AvantGuard-Flagstaff-Finished-Smooth-Fiberglass-Entry-Door-with-No-Brickmold-and-Sidelites-10355/202215150","All Products (380)","2014-11-25 21:14:26"
150,"homedepot","door","","Masonite Halifax Three Quarter Rectangle Primed Smooth Fiberglass Entry Door with No Brickmold",693.68,"Model # 14391","http://www.homedepot.com/p/Masonite-Halifax-Three-Quarter-Rectangle-Primed-Smooth-Fiberglass-Entry-Door-with-No-Brickmold-14391/202634387","All Products (380)","2014-11-25 21:14:26"
151,"homedepot","door","","Masonite Willow Wood Prehung Left-Hand Inswing 10 Lite Steel Patio Door with No Brickmold",980.09,"Model # 50252","http://www.homedepot.com/p/Masonite-Willow-Wood-Prehung-Left-Hand-Inswing-10-Lite-Steel-Patio-Door-with-No-Brickmold-50252/202932255","All Products (380)","2014-11-25 21:14:26"
152,"homedepot","door","","Masonite Primed Prehung Right-Hand Inswing Miniblind Steel Patio Door with No Brickmold in Vinyl Frame","1,212.10","Model # 46668","http://www.homedepot.com/p/Masonite-Primed-Prehung-Right-Hand-Inswing-Miniblind-Steel-Patio-Door-with-No-Brickmold-in-Vinyl-Frame-46668/202888109","All Products (380)","2014-11-25 21:14:26"
153,"homedepot","door","","Masonite Oakville Full Lite Primed Smooth Fiberglass Entry Door with No Brickmold",675.93,"Model # 14575","http://www.homedepot.com/p/Masonite-Oakville-Full-Lite-Primed-Smooth-Fiberglass-Entry-Door-with-No-Brickmold-14575/202634398","All Products (380)","2014-11-25 21:14:26"
154,"homedepot","door","","Masonite Conifer Prehung Left-Hand Inswing 10 Lite Steel Patio Door with No Brickmold","1,064.65","Model # 38595","http://www.homedepot.com/p/Masonite-Conifer-Prehung-Left-Hand-Inswing-10-Lite-Steel-Patio-Door-with-No-Brickmold-38595/202971031","All Products (380)","2014-11-25 21:14:26"
155,"homedepot","door","","Masonite Ultra White Prehung Right-Hand Inswing Full Lite Steel Patio Door with No Brickmold",967.08,"Model # 27292","http://www.homedepot.com/p/Masonite-Ultra-White-Prehung-Right-Hand-Inswing-Full-Lite-Steel-Patio-Door-with-No-Brickmold-27292/202888031","All Products (380)","2014-11-25 21:14:26"
156,"homedepot","door","","Masonite Halifax Three Quarter Rectangle Painted Smooth Fiberglass Entry Door with Brickmold",834.43,"Model # 22402","http://www.homedepot.com/p/Masonite-Halifax-Three-Quarter-Rectangle-Painted-Smooth-Fiberglass-Entry-Door-with-Brickmold-22402/202896465","All Products (380)","2014-11-25 21:14:26"
157,"homedepot","door","","Masonite Halifax 3/4 Rectangle Painted Steel Entry Door with Brickmold",761.09,"Model # 28176","http://www.homedepot.com/p/Masonite-Halifax-3-4-Rectangle-Painted-Steel-Entry-Door-with-Brickmold-28176/202896474","All Products (380)","2014-11-25 21:14:26"
158,"homedepot","door","","Masonite Oakville Three Quarter Oval Lite Painted Smooth Fiberglass Entry Door with Brickmold",614.73,"Model # 33996","http://www.homedepot.com/p/Masonite-Oakville-Three-Quarter-Oval-Lite-Painted-Smooth-Fiberglass-Entry-Door-with-Brickmold-33996/202971718","All Products (380)","2014-11-25 21:14:26"
159,"homedepot","door","","Masonite 9 Lite Prairie Primed Solid Wood Interior Door Slab",568.00,"Model # 82437","http://www.homedepot.com/p/Masonite-9-Lite-Prairie-Primed-Solid-Wood-Interior-Door-Slab-82437/205518024","All Products (380)","2014-11-25 21:14:26"
160,"homedepot","door","","Masonite AvantGuard Flagstaff Finished Smooth Fiberglass Entry Door with No Brickmold","1,751.76","Model # 10188","http://www.homedepot.com/p/Masonite-AvantGuard-Flagstaff-Finished-Smooth-Fiberglass-Entry-Door-with-No-Brickmold-10188/202215103","All Products (380)","2014-11-25 21:14:26"
161,"homedepot","door","","Masonite Flush Painted Steel Entry Door with No Brickmold",322.92,"Model # 21375","http://www.homedepot.com/p/Masonite-Flush-Painted-Steel-Entry-Door-with-No-Brickmold-21375/202896067","All Products (380)","2014-11-25 21:14:26"
162,"homedepot","door","","Masonite 6-Panel Unfinished Fir Slab Entry Door",182.00,"Model # 22511","http://www.homedepot.com/p/Masonite-6-Panel-Unfinished-Fir-Slab-Entry-Door-22511/202082251","All Products (380)","2014-11-25 21:14:26"
163,"homedepot","door","","Masonite 6-Panel Painted Smooth Fiberglass Entry Door with Brickmold",382.82,"Model # 31633","http://www.homedepot.com/p/Masonite-6-Panel-Painted-Smooth-Fiberglass-Entry-Door-with-Brickmold-31633/202971100","All Products (380)","2014-11-25 21:14:26"
164,"homedepot","door","","Masonite 9 Lite Painted Steel Entry Door with No Brickmold",371.71,"Model # 23805","http://www.homedepot.com/p/Masonite-9-Lite-Painted-Steel-Entry-Door-with-No-Brickmold-23805/202896658","All Products (380)","2014-11-25 21:14:26"
165,"homedepot","door","","Masonite 6-Panel Painted Steel Entry Door with No Brickmold",322.92,"Model # 39806","http://www.homedepot.com/p/Masonite-6-Panel-Painted-Steel-Entry-Door-with-No-Brickmold-39806/202932476","All Products (380)","2014-11-25 21:14:26"
166,"homedepot","door","","Masonite 9 Lite Primed Steel Entry Door with No Brickmold",310.99,"Model # 46163","http://www.homedepot.com/p/Masonite-9-Lite-Primed-Steel-Entry-Door-with-No-Brickmold-46163/202896699","All Products (380)","2014-11-25 21:14:26"
167,"homedepot","door","","Masonite Solidoor Textured 4-Panel Square Solid Core Primed Composite Prehung Interior Door",153.82,"Model # 19259","http://www.homedepot.com/p/Masonite-Solidoor-Textured-4-Panel-Square-Solid-Core-Primed-Composite-Prehung-Interior-Door-19259/202872617","All Products (380)","2014-11-25 21:14:26"
168,"homedepot","door","","Masonite Oakville Three Quarter Oval Lite Painted Smooth Fiberglass Entry Door with Brickmold",690.18,"Model # 34078","http://www.homedepot.com/p/Masonite-Oakville-Three-Quarter-Oval-Lite-Painted-Smooth-Fiberglass-Entry-Door-with-Brickmold-34078/202971729","All Products (380)","2014-11-25 21:14:26"
169,"homedepot","door","","Masonite Chatham 3/4 Oval Lite Painted Steel Entry Door with Brickmold",569.19,"Model # 25113","http://www.homedepot.com/p/Masonite-Chatham-3-4-Oval-Lite-Painted-Steel-Entry-Door-with-Brickmold-25113/202896726","All Products (380)","2014-11-25 21:14:30"
170,"homedepot","door","","Masonite Halifax 3/4 Rectangle Painted Steel Entry Door with Brickmold",687.36,"Model # 36638","http://www.homedepot.com/p/Masonite-Halifax-3-4-Rectangle-Painted-Steel-Entry-Door-with-Brickmold-36638/202933940","All Products (380)","2014-11-25 21:14:30"
171,"homedepot","door","","Masonite 72 in. x 80 in. Silver Cloud Prehung Left-Hand Inswing 10 Lite Fiberglass Patio Door with No Brickmold","1,110.73","Model # 35723","http://www.homedepot.com/p/Masonite-72-in-x-80-in-Silver-Cloud-Prehung-Left-Hand-Inswing-10-Lite-Fiberglass-Patio-Door-with-No-Brickmold-35723/202932295","All Products (380)","2014-11-25 21:14:30"
172,"homedepot","door","","Masonite 6-Panel Painted Steel Entry Door with No Brickmold",369.54,"Model # 19983","http://www.homedepot.com/p/Masonite-6-Panel-Painted-Steel-Entry-Door-with-No-Brickmold-19983/202896047","All Products (380)","2014-11-25 21:14:30"
173,"homedepot","door","","Masonite 6-Panel Primed Steel Entry Door with No Brickmold",262.21,"Model # 45609","http://www.homedepot.com/p/Masonite-6-Panel-Primed-Steel-Entry-Door-with-No-Brickmold-45609/202768863","All Products (380)","2014-11-25 21:14:30"
174,"homedepot","door","","Masonite New Haven Three Quarter Oval Lite Primed Steel Entry Door with No Brickmold",425.32,"Model # 14469","http://www.homedepot.com/p/Masonite-New-Haven-Three-Quarter-Oval-Lite-Primed-Steel-Entry-Door-with-No-Brickmold-14469/202634432","All Products (380)","2014-11-25 21:14:30"
175,"homedepot","door","","Masonite Chatham 3/4 Oval Lite Painted Steel Entry Door with Brickmold",642.91,"Model # 25236","http://www.homedepot.com/p/Masonite-Chatham-3-4-Oval-Lite-Painted-Steel-Entry-Door-with-Brickmold-25236/202896728","All Products (380)","2014-11-25 21:14:30"
176,"homedepot","door","","Masonite 72 in. x 80 in. Conifer Prehung Left-Hand Inswing Full Lite Steel Patio Door with No Brickmold",967.08,"Model # 38700","http://www.homedepot.com/p/Masonite-72-in-x-80-in-Conifer-Prehung-Left-Hand-Inswing-Full-Lite-Steel-Patio-Door-with-No-Brickmold-38700/202973752","All Products (380)","2014-11-25 21:14:30"
177,"homedepot","door","","Masonite 6-Panel Painted Steel Entry Door with Brickmold",404.40,"Model # 40208","http://www.homedepot.com/p/Masonite-6-Panel-Painted-Steel-Entry-Door-with-Brickmold-40208/202932475","All Products (380)","2014-11-25 21:14:30"
178,"homedepot","door","","Masonite Chatham Three Quarter Oval Lite Painted Smooth Fiberglass Entry Door with Brickmold",713.49,"Model # 28305","http://www.homedepot.com/p/Masonite-Chatham-Three-Quarter-Oval-Lite-Painted-Smooth-Fiberglass-Entry-Door-with-Brickmold-28305/202896316","All Products (380)","2014-11-25 21:14:30"
179,"homedepot","door","","Masonite 72 in. x 80 in. Night Tide Prehung Right-Hand Inswing 15 Lite Fiberglass Patio Door with Brickmold","1,115.17","Model # 29357","http://www.homedepot.com/p/Masonite-72-in-x-80-in-Night-Tide-Prehung-Right-Hand-Inswing-15-Lite-Fiberglass-Patio-Door-with-Brickmold-29357/202887209","All Products (380)","2014-11-25 21:14:30"
180,"homedepot","door","","Masonite 6-Panel Painted Steel Entry Door with No Brickmold",369.54,"Model # 34207","http://www.homedepot.com/p/Masonite-6-Panel-Painted-Steel-Entry-Door-with-No-Brickmold-34207/202932459","All Products (380)","2014-11-25 21:14:30"
181,"homedepot","door","","Masonite 72 in. x 80 in. Silver Cloud Prehung Right-Hand Inswing 15 Lite Fiberglass Patio Door with No Brickmold in Vinyl Frame","1,135.14","Model # 35228","http://www.homedepot.com/p/Masonite-72-in-x-80-in-Silver-Cloud-Prehung-Right-Hand-Inswing-15-Lite-Fiberglass-Patio-Door-with-No-Brickmold-in-Vinyl-Frame-35228/202932375","All Products (380)","2014-11-25 21:14:30"
182,"homedepot","door","","Masonite 6-Panel Painted Steel Entry Door with No Brickmold",369.54,"Model # 34221","http://www.homedepot.com/p/Masonite-6-Panel-Painted-Steel-Entry-Door-with-No-Brickmold-34221/202932509","All Products (380)","2014-11-25 21:14:30"
183,"homedepot","door","","Masonite Flush Painted Steel Entry Door with No Brickmold",322.92,"Model # 37536","http://www.homedepot.com/p/Masonite-Flush-Painted-Steel-Entry-Door-with-No-Brickmold-37536/202971567","All Products (380)","2014-11-25 21:14:30"
184,"homedepot","door","","Masonite 6-Panel Painted Steel Entry Door with No Brickmold",369.54,"Model # 19945","http://www.homedepot.com/p/Masonite-6-Panel-Painted-Steel-Entry-Door-with-No-Brickmold-19945/202896044","All Products (380)","2014-11-25 21:14:30"
185,"homedepot","door","","Masonite 6-Panel Painted Smooth Fiberglass Entry Door with No Brickmold",374.89,"Model # 39851","http://www.homedepot.com/p/Masonite-6-Panel-Painted-Smooth-Fiberglass-Entry-Door-with-No-Brickmold-39851/202932604","All Products (380)","2014-11-25 21:14:30"
186,"homedepot","door","","Masonite 6-Panel Painted Steel Entry Door with Brickmold",404.40,"Model # 26028","http://www.homedepot.com/p/Masonite-6-Panel-Painted-Steel-Entry-Door-with-Brickmold-26028/202896227","All Products (380)","2014-11-25 21:14:30"
187,"homedepot","door","","Masonite 6-Panel Primed Steel Entry Door with No Brickmold",262.21,"Model # 45739","http://www.homedepot.com/p/Masonite-6-Panel-Primed-Steel-Entry-Door-with-No-Brickmold-45739/202768877","All Products (380)","2014-11-25 21:14:30"
188,"homedepot","door","","Masonite Palazzo Treviso Smooth 3-Panel Round Top Solid Core Primed Composite Interior Door Slab",136.73,"Model # 11260","http://www.homedepot.com/p/Masonite-Palazzo-Treviso-Smooth-3-Panel-Round-Top-Solid-Core-Primed-Composite-Interior-Door-Slab-11260/202505885","All Products (380)","2014-11-25 21:14:30"
